68	世界就是一个疯子的囚笼。	3456	Le monde est une cage à fous.
69	我叫Jack。	3464	Je m'appelle Jack.
70	从来就没有徒劳的爱情。	3487	L'amour n'est jamais un gaspillage.
71	生活就是當你忙著進行你的計劃時總有其他的事情發生。	3488	La vie c'est ce qui se passe pendant que tu es occupé à faire d'autres plans.
72	没有欲望就等于拥有。	3489	Ne pas désirer équivaut à posséder.
73	聖誕節快樂！	3543	Joyeux Noël !
74	罗马不是一天建成的。	3598	Rome ne s'est pas faite en un jour.
75	你是从哪个国家来的？	3888	De quel pays viens-tu ?
7166	我已经看过这部电影了。	332382	J'ai déjà vu le film.
119950	墨西哥有很多贫民窟。	119951	Au Mexique, il y a beaucoup de bidonvilles.
119952	这间房间朝向很好。	119953	C'est une pièce très bien exposée.
136201	你知不知道他们是谁?	11493	Savez-vous qui ils sont ?
136206	你骗人！	136207	Tu plaisantes !
136235	他也会说法语。	131343	Il parle aussi français.
136236	我会说法语。	6925	Je peux parler français.
136238	我收到了请帖。	6305	J'ai reçu une invitation.
136401	你住在哪里？	6145	Où habites-tu ?
136402	你记不记得我们认识的那一天？	128052	Te souviens-tu du jour où l'on s'est rencontré ?
136598	他住在这里吗？	133032	Est-ce qu'il habite ici ?
136598	他住在这里吗？	136573	Est-ce qu'il vit ici ?
136604	火车站离这里不远。	136605	La gare n'est pas loin d'ici.
136613	火车站在哪里?	136614	Où est la gare ?
136646	正在下雹。	136626	Il grêle.
139673	我爱你。	3250	Je t'aime !
180700	我喜欢旅行。	180698	J'aime voyager.
180705	我很期待去旅游.	180704	J'ai hâte de partir en voyage.
180706	我在旅行社工作.	128003	Je travaille pour une agence de voyage.
180712	我跟父母住在一起.	180714	Je vis avec mes parents.
181028	他没有孩子。	474303	Il n'a pas d'enfants.
330581	这是我的妈妈。	544849	C'est ma mère.
330581	这是我的妈妈。	1333260	C'est ma maman.
330583	我真的不知道。	139919	Putain si je savais.
330584	人人都愿意相信美梦可以成真。	3908	Tout le monde aimerait croire que les rêves peuvent devenir réalité.
330586	我跟父母联络了一下。	180716	J'ai contacté mes parents.
330587	我跟父母讲了留学的事情。	180715	J'ai parlé à mes parents de mon projet d'aller étudier à l'étranger.
330588	我把旅费耗光了。	180801	J'ai dépensé tout l'argent pour mon voyage.
330589	我在旅行中用了地图。	180708	J'ai utilisé des cartes lors de mon voyage.
330590	我不够钱去旅行。	180702	Je n'ai pas suffisamment d'argent pour mon voyage.
330591	他喜欢旅行。我也是。	180699	Il aime voyager. Moi aussi.
332135	今天是几月几号？	332136	Quelle est la date d'aujourd'hui ?
332420	我收到了一张请帖。	6305	J'ai reçu une invitation.
332422	很少人这么认为。	439785	Peu de gens pensent ainsi.
332423	这周我一直在工作。	336135	Cette semaine j'ai travaillé tout le temps.
332425	明天下午之前我会把它完成。	7074	Je le finirai avant demain après-midi.
332429	我弟弟会经常彻夜不睡。	530383	Mon frère reste souvent éveillé toute la nuit.
332430	你不得不制造一些借口。	1406466	Tu n'as pas d'autres choix que d'inventer quelques excuses.
332433	我找到那把我一直在找的钥匙了。	651542	J'ai enfin trouvé cette clef que je n'arrête pas de chercher.
332435	她是他的一切。	130074	Elle est tout pour lui.
332436	接电话。	129525	Répondez au téléphone !
332437	我在报纸上看到了它。	14837	Je l'ai lu dans le journal.
332440	这和我那本是同一本书。	336066	C'est le même livre que celui que j'ai.
332442	我觉得你说的是真的。	409869	Je pense que ce que tu dis est vrai.
332443	可以原谅我吗？	737329	Peux-tu me pardonner ?
332445	他发誓要戒烟。	805187	Il a exprimé sa volonté d'arrêter la cigarette.
332445	他发誓要戒烟。	805189	Il a affirmé vouloir arrêter la cigarette.
332445	他发誓要戒烟。	1557993	Il a juré d'arrêter de fumer.
332447	在明天前完成报告几乎是不可能的。	332463	Terminer le rapport avant demain est quasiment impossible.
332449	如果可能的话，我想环游世界。	332446	Je voudrais partir voyager autour du monde si possible.
332450	我是网球俱乐部的会员。	7019	Je suis membre du club de tennis.
332450	我是网球俱乐部的会员。	7173	Je fais partie du club de tennis.
332451	医生，请给这孩子急救。	332458	Docteur, donnez les premiers secours à cet enfant s'il vous plaît.
332452	据说山上的天气变化很快。	571845	On dit que le temps change facilement en montagne.
332453	他后悔在校时没用功读书。	332457	Il regrette de ne pas avoir travaillé plus dur à l'école.
332454	我可以用支票付吗？	128462	Puis-je payer par chèque ?
332460	他向权力屈服。	805195	Il s'est plié à l'autorité.
332464	如果没有你，这个世界很孤单。	181835	Le monde serait bien triste si tu n'étais pas là.
332465	我觉得这个网站的构思非常好。	332475	Je trouve le concept de ce site vraiment très bien.
332466	我觉得这个网站的概念非常好。	674065	Je trouve le concept de ce site vraiment bien.
332467	啊，我认识这个男人！	10142	Oh ! Je connais cet homme.
332468	待在那儿别动。	14243	Restez où vous êtes.
332470	沿着这条路直走，到第三个红绿灯的地方右转。	11417	Allez tout droit dans cette rue et au troisième feu, tournez à droite.
332471	他正坐在会议室里。	2456987	Il est assis dans la salle de réunion.
332472	等她回来的时候问问她。	686491	Demande-lui quand elle reviendra.
332474	差不多两周John的病才好了。	332476	John mit environ deux semaines à se remettre de sa maladie.
332478	十年后，我们的城市将改变许多。	332482	Dans dix ans notre ville aura beaucoup changé.
332479	你咖啡喝得太多了。	332483	Tu bois trop de café.
332480	我有好几打呢。	332484	J'en ai plusieurs douzaines.
332485	温度计往往低于零度。	1383762	Les températures descendent souvent au-dessous de zéro.
332487	“这些车是你的吗？”“是的，是我的。”	332527	« Ces voitures sont à vous ? » « Oui, ce sont les miennes. »
332488	我叔叔住在学校附近。	433177	Mon oncle vit près de l'école.
332488	我叔叔住在学校附近。	498617	Mon oncle habite à côté de l'école.
332489	去踢足球吧。	11628	Jouons au football.
332498	直到那时，他才意识到他已经上当受骗。	651635	C'est à ce moment-là qu'il se rendit compte qu'il s'était fait avoir.
332499	他的医生建议他戒烟。	130192	Son médecin lui conseilla d'arrêter de fumer.
332500	我爸爸很忙。	332497	Mon père est occupé.
332507	当她发现他们还没有学校，她就办了一个。	332510	Quand elle vit qu'ils n'avaient pas d'école, elle en créa une.
332509	Jack买不起新自行车。	11742	Jack ne peut pas se permettre d'acheter un nouveau vélo.
332518	对严格限制经济的批评蜂拥而来。	134781	Les critiques ne cessent de pleuvoir sur le renforcement des restrictions économiques.
332520	这药创造了奇迹。	1406467	Ce médicament a fait des miracles.
332522	你最好打消这么可笑的念头。	332514	Tu ferais mieux d'abandonner une idée aussi radicale.
332523	我看见一个长头发的女生。	332511	J'ai vu une fille avec de longs cheveux.
332524	外交谈判帮助结束了冲突。	332519	Le dialogue diplomatique aida à mettre fin au conflit.
332526	如何克服日元升高是个大问题。	336168	Comment surmonter le fort cours du yen est un vrai problème.
332532	你可以骑上我的摩托车去遛一圈。	332521	Tu peux faire un tour sur ma mobylette.
332533	他给我们讲了一个有趣的故事，我们都笑了起来。	332534	Il nous a raconté une histoire tellement drôle que nous avons tous ri.
332537	别忘了在你的信上贴张邮票。	128315	N'oublie pas de mettre un timbre à ta lettre.
332540	我要回房间了，在那儿我可以学习。	335706	Je vais retourner dans ma chambre, là-bas je peux étudier.
332545	我们看着这孩子玩耍。	335727	Nous regardions cet enfant jouer.
332548	你走了，我们都会想你的。	2307180	Tu nous manqueras à tous quand tu partiras.
332554	这种款式的帽子现在很流行。	334574	Ce style de chapeau est à la mode en ce moment.
332556	你可以想象在月球上行走吗？	8833	Peux-tu imaginer marcher sur la Lune ?
332557	你会溜冰吗？	336215	Sais-tu faire du patin sur glace ?
332562	我去听他的演讲去晚了。	127533	Je suis arrivé trop tard pour entendre son discours.
332565	这本书对你来说读起来太难了。	399957	Ce livre est trop difficile à lire pour toi.
332566	我什么都不想喝。	407113	Je ne veux rien à boire.
332568	我头痛。	129589	J'ai mal à la tête.
332568	我头痛。	129590	J’ai mal au crâne.
332570	他的努力没有成果。	618281	Ses efforts n'eurent aucun résultat.
332571	今天刮冷风。	618286	Le vent est froid aujourd'hui.
332572	你在撒谎。	384864	Tu mens.
332573	自助者天助。	332574	Aide-toi et le ciel t'aidera.
332575	和你的车比起来，我的车很小。	14982	Comparée à ta voiture, la mienne est petite.
332576	他很年轻，更重要的是，他很帅。	132523	Il est jeune et, qui plus est, beau.
332578	太可惜了！	373234	Quel dommage !
332580	男孩们窃窃私语，我知道他们准备做些什么。	336130	Les garçons chuchotaient, je savais qu'ils préparaient quelque chose.
332582	请帮我找一下我的钱包。	431355	Est-ce que tu peux m'aider à chercher mon portefeuille s'il te plait ?
332583	她给我讲了一个有趣的故事。	335728	Elle me raconta une histoire intéressante.
332586	他儿子小时候就死于癌症了。	688060	Son fils mourut d'un cancer alors qu'il n'était encore qu'un enfant.
332587	这本书有精美的插图。	336129	Ce livre a de belles illustrations.
332591	金子比水重得多。	9136	L'or est beaucoup plus lourd que l'eau.
332593	你自己拿蛋糕吃吧。	332627	Vous pouvez vous servir du gâteau.
332594	他给我讲述了他的一生。	3870	Il m'a raconté l'histoire de sa vie.
332595	事故耽误了我们半小时。	128104	Un accident nous a retardés d'une demie heure.
332600	她住在罗素广场56号。	336132	Elle habite au 56 Russell Square.
332603	看见新鲜龙虾，我有了食欲。	390945	La vue du homard frais me donna de l'appétit.
332605	这狗跑得多快啊！	10487	Comme ce chien court vite !
332607	护士会告诉你怎么做。	2119593	L'infirmière te dira comment faire.
332608	不要相信一个你一点都不了解他过去的人。	8886	Ne fais jamais confiance à un homme dont tu ignores tout du passé.
332609	下周我去温哥华看我妹妹。	6429	Je pars pour Vancouver la semaine prochaine pour voir ma sœur.
332617	她不喜欢我说话的方式。	332623	Elle n'aime pas ma manière de parler.
332618	他请求她给予优待。	331821	Il l'a implorée de le favoriser.
332619	能不能请你把盐递给我？	332620	Peux-tu me passer le sel, s'il te plait ?
332621	他熟睡着。	11054	Il dort profondément.
332622	在这种天气下，我最好是待在家里而不要出去。	11562	Je ferais mieux de rester à la maison plutôt que de sortir par ce temps-là.
332629	你不这么认为吗？	11985	Ne le penses-tu pas ?
332634	只有为数不多的几个电视节目值得关注。	14972	Seuls quelques émissions de télévision sont dignes d'intérêt.
332635	我不明白为什么你这么批评他。	12982	Je ne peux pas comprendre pourquoi tu es si critique à son égard.
332637	他努力工作。	15520	Il travaille bien.
332637	他努力工作。	465705	Il travailla dur.
332638	自由是有代价的。	3977	La liberté n'est pas gratuite.
332639	几分钟后，电话响了。	128790	Quelques minutes plus tard, le téléphone sonna.
332640	月球是地球唯一的卫星。	453321	La Lune est le seul satellite de la Terre.
332642	孩子们洗了他们的脚。	332648	Les enfants se lavaient les jambes.
332645	他是哈佛大学的生物学教授。	332646	Il est professeur de biologie à Harvard.
332655	我不太明白他说什么。	336140	Je ne comprends pas très bien ce qu'il dit.
332657	我明早八点来接你。	135357	Je viendrai vous chercher à 8 heures demain matin.
332660	我们看见池里有很多活鱼。	335924	Nous avons vu beaucoup de poissons vivants dans la mare.
332661	用鼻子顶住一个球很困难。	134766	Il est difficile de garder une balle en équilibre sur son nez.
332662	您学习吗？	10430	Étudiez-vous ?
332663	他有很多历史书籍。	332664	Il a beaucoup de livres d'Histoire.
332663	他有很多历史书籍。	426237	Il possède de nombreux livres d'Histoire.
332667	即使他们有很好的酒单，我也不想在这里用餐。	332665	Même s'ils ont une bonne carte des vins, je ne veux pas manger ici.
332670	由医生来决定某人何时该死是对的吗？	332672	Est-ce correct pour un médecin de décider quand quelqu'un doit mourir ?
332673	谁来为风险投资提供资金？	1385343	Qui fournira des fonds pour le capital-risque ?
332676	他的政权必定会崩溃。	336065	Son régime est sur le point de s'effondrer.
332679	游泳使腿部强健。	128764	Nager renforce les jambes.
332684	我将确保你们在第一年后有一个增长。	10035	Je veillerai à ce que vous ayez une augmentation après la première année.
332685	他对日本的历史非常感兴趣。我们很惊讶他在这方面的丰富知识。	332682	Il est très intéressé par l'Histoire du Japon. Nous sommes surpris par l'étendue de ses connaissances sur le sujet.
332688	我们去了林中散步。	181453	Nous sommes allés nous promener dans la forêt.
332689	汽笛声响起，船开始慢慢地驶离港口。	9321	Au son du sifflet, le bateau commença à s'éloigner du port.
332690	孩子们应该每天喝牛奶。	8140	Les enfants devraient boire du lait tous les jours.
332698	他试图游过河，但是失败了。	621443	Sa tentative de traverser la rivière a échouée.
332699	告诉我你对湘南做了什么。	332697	Dis-moi ce que tu as fait à Shounan.
332701	他不再是以前那个他。	4860503	Il n'est plus ce qu'il était.
332706	他说他饿了。	332704	Il a dit qu'il avait faim.
332708	生活很困难，但我更坚强。	3292	La vie est dure, mais je suis encore plus dur.
332710	这一消息证实了我的怀疑。	483135	Les nouvelles ont confirmé mes soupçons.
332711	看那座被雪覆盖的山。	335942	Regarde cette montagne recouverte par la neige.
332712	她没有任何亲戚朋友照顾她。	1033163	Elle n'a aucun ami ou parent pour prendre soin d'elle.
332715	你的妈妈会开车吗？	10268	Est-ce que ta mère sait conduire ?
332715	你的妈妈会开车吗？	442522	Ta mère sait-elle conduire ?
332718	我想要去伦敦。	6837	J'aimerais aller à Londres.
332721	这箱子是空的，里面什么也没有。	332720	Cette boîte est vide, il n'y a rien dedans.
332722	他大半生都住在国外。	132717	Il a vécu à l'étranger la majeure partie de sa vie.
332723	情况一天比一天差。	483139	La situation empire de jour en jour.
332724	这架飞机一次可以携带40名乘客。	805865	Cet avion est capable de transporter 40 personnes à la fois.
332725	你们对外语感兴趣吗？	9471	Vous intéressez-vous aux langues étrangères ?
332726	没有人跑在他前面。	483137	Personne ne courait devant lui.
332727	如果我现在有100万日元，我会买辆车。	415696	Là maintenant, si j'avais un million de yens, j'achèterais une voiture.
332728	你相信上帝吗？	10415	Croyez-vous en Dieu ?
332729	在某种程度上你是对的，但我还是有疑问。	337970	D'une certaine manière tu as raison, mais j'ai encore des doutes.
332730	我们终于登上了富士山山顶。	805871	Nous avons finalement atteint le sommet du mont Fuji.
332731	他们午饭吃了三明治。	805872	Ils ont mangé des sandwiches pour midi.
332734	做你想做的。	9021	Fais comme tu veux.
332735	这些食物看起来很好吃。	337971	Ces aliments ont l'air délicieux.
332742	我错拿了你的雨伞。	127413	J'ai pris ton parapluie par erreur.
332744	开车真的非常简单。	128279	Conduire une voiture est vraiment très simple.
332745	如果你没有其它可说的，那对我说“嗨，你怎么样？”就毫无意义。	3588	Ça ne sert à rien de me dire « Salut, comment ça va ? » si tu n'as rien d'autre à dire.
332750	睡眠是最大的小偷，它偷了我们一半的生命。	181563	Le sommeil est le plus grand des voleurs. Il nous vole la moitié de notre vie.
332752	我买了一盏古老的灯。	6564	J'ai acheté une vieille lampe.
332753	你可以坐船去那。	430369	Tu peux y aller en bateau.
332755	他说得好像知道这个秘密一样。	131416	Il parle comme s'il connaissait le secret.
332756	他拿到了现代文学的文凭。	140044	Il est diplômé en littérature moderne.
332757	他不蠢。	332761	Il n'est pas idiot.
332759	他们生活得很幸福。	336057	Ils vécurent une vie heureuse.
332760	她有很多事要做。	133691	Elle a beaucoup de travail à faire.
332762	我直视他的眼睛。	127738	Je l'ai regardé dans les yeux.
332763	全体销售人员通宵达旦地工作了一周。	483190	Tout le personnel commercial a travaillé d'arrache-pied durant une semaine.
332765	他简单地阐述了他的理由。	483189	Il donna brièvement ses raisons.
332765	他简单地阐述了他的理由。	805874	Il exposa brièvement ses raisons.
332766	你还需要茶吗？	335682	As-tu encore besoin de thé ?
332767	有效期到1997年3月31日为止。	135491	C'est valable jusqu'au 31 mars 1997.
332768	我们去滑雪怎么样？	1402559	Que dirais-tu qu'on aille skier ?
332769	我们采取了强有力的预防措施。	334895	Nous avons pris des mesures fortes pour prévenir cela.
332770	他在森林中迷了路。	132676	Il a perdu son chemin dans la forêt.
332771	不要把我们的计划告诉任何人。	13873	Ne parle à personne de notre plan.
332772	Tom躲在桌子底下。	1467394	Tom est caché sous la table.
332775	我会教你怎么开车。	136333	Je t'apprendrai comment conduire une voiture.
332777	我们必须保持家庭传统。	336211	Nous devons garder les traditions familiales.
332778	他能游得很快。	684467	Il peut nager très vite.
332779	一个神圣的仪式在庄严的庙宇中举行。	1134428	Un rite sacré s'est déroulé dans le magnifique temple.
332783	他可能迷路了。	133053	Il a peut-être perdu son chemin.
332783	他可能迷路了。	661085	Il s'est peut-être perdu.
332784	他出卖了我。	488967	Il m'a trahi.
332784	他出卖了我。	488968	Il m'a trahie.
332786	我不知道，也不想知道。	2106725	Je ne sais pas et je ne veux pas le savoir.
332789	今晚我将在朋友家过夜。	1473737	Ce soir, je vais passer la nuit chez un ami.
332790	我需要购买新的镜架。	483195	Je dois acheter de nouvelles montures de lunettes.
332792	我们在这里下车吧。	335926	Descendons ici.
332795	你会发现难以满足她。	2752044	Tu verras que c'est difficile de la satisfaire.
332796	除非我死了！	335725	Pas de mon vivant !
332797	我尊敬长辈。	335707	Je respecte les personnes âgées.
332802	仅三分之一的成员出席了会议。	12088	Seul un tiers des membres s'est pointé au rendez-vous.
332807	我们必须考虑到他很年轻。	1402547	Nous devons prendre en compte qu'il est jeune.
332808	她一到，我们就开始。	133671	Dès qu'elle arrivera, nous commencerons.
332815	他父母对他期望过高。	130468	Ses parents attendent trop de lui.
332816	问题是我们如何应付目前的困难。	334567	Le problème est comment gérons-nous les difficultés actuelles ?
332819	我想看看。	15152	Je voudrais le voir.
332820	你在听我说吗？	331197	Est-ce que tu m'écoutes ?
332822	报纸、杂志和新闻广播讲述着世界上正在发生的事。	483226	Les journaux, les magazines et les émissions d'information nous disent ce qui se passe dans le monde.
332823	每年有成千上万的外国人访问日本。	136580	Des milliers d'étrangers visitent le Japon chaque année.
332825	如果你快一点，还能赶上他。	336142	Si tu te dépêches, tu pourras le rattraper.
332826	老人试图游5公里。	336144	Le vieil homme tenta de nager 5 kilomètres.
332829	病人随时会死。	483220	Ce patient peut mourir à tout moment.
332830	是它的两倍大。	331117	C'est deux fois plus grand que ça.
332832	你会代替我去派对吗？	533424	Ne voudriez-vous pas aller à cette soirée à ma place ?
332834	这是找零。	540282	Voici la monnaie.
332837	我通常在晚上洗澡。	4019	Je prends habituellement ma douche le soir.
332838	这对他没有影响。	429680	Cela n'a eu aucun effet sur lui.
332842	一些人通过阅读来放松。	483296	Certaines personnes se détendent en lisant.
332849	你更喜欢哪个，这个还是那个？	332071	Qu'est-ce que tu aimes le plus, ceci ou cela ?
332850	我小时候常常独自玩耍。	8161	J'avais l'habitude de jouer seul quand j'étais enfant.
332850	我小时候常常独自玩耍。	483305	Enfant, j'avais l'habitude de jouer seul.
332853	你觉得这件毛衣怎么样？	700770	Comment trouves-tu ce pull ?
332854	小丑做了个鬼脸。	461632	Le clown faisait un drôle de visage.
332856	我们的生活不是由物质，而是由精神来下定义的。	4092	Ce n'est pas le côté matériel qui définit notre vie mais le côté spirituel.
332860	你不应该在学校大楼里奔跑。	335915	Tu ne dois pas courir à l'intérieur des bâtiments de l'école.
332862	他被选为市长。	131032	Il a été élu Maire de la ville.
332866	你是我的阳光。	483314	Tu es mon rayon de soleil.
332870	严重吗？	3484	C'est grave ?
332871	物价上涨了。	134968	Les prix augmentent.
332872	那栋灰色的大楼吗？	335916	Ce bâtiment gris ?
332877	我不会说法语，也不会说德语。	6927	Je ne sais parler ni français ni allemand.
332878	我们按例处罚了他。	332888	Nous l'avons puni comme le veut la règle.
332881	我的房间号是多少？	332882	Quel est le numéro de ma chambre ?
332881	我的房间号是多少？	464793	Quel est mon numéro de chambre ?
332885	油墨快没了。	1010173	Il n'y a bientôt plus d'encre.
332892	他很快就会回来的。	130941	Il reviendra rapidement.
332894	他进来的同时，铃响了。	332965	Il entra et, au même moment, la cloche sonna.
332896	消防车到达之前，房子就全烧了。	128504	La maison a entièrement brulé avant l'arrivée des pompiers.
332898	你支持还是反对堕胎？	3660	Es-tu pour ou contre l'avortement ?
332899	Ken七月底要去美国了。	332976	Ken va partir aux États-unis fin juillet.
332900	你的学校在这个城市吗？	332977	Ton école se situe-t-elle dans cette ville ?
332901	最后她没有来。	12840	Finalement, elle n'est pas venue.
332902	你叔叔让你开他的车了吗？	332992	Ton oncle t'a-t-il laissé conduire sa voiture ?
332903	昨晚我领居家着火了。	8268	Un feu s'est déclenché dans mon quartier la nuit dernière.
332904	你的提议值得考虑。	332998	Votre proposition mérite qu'on la considère.
332905	她现在正待在她叔叔家。	134295	Maintenant, elle est chez son oncle.
332906	你对女人有一套。	333006	Tu sais t'y prendre avec les femmes.
332908	着火了！快跑啊！	9564	Au feu ! Courez !
332910	我们偶然碰到了她。	333011	Nous l'avons rencontrée par hasard.
332911	祝你旅途愉快。	435213	Je te souhaite un bon voyage.
332912	我开门的时候弄坏了锁。	333018	En ouvrant la porte, j'ai cassé la serrure.
332913	我有两个儿子，一个在东京，另一个在名古屋。	7906	J'ai deux fils, dont l'un est à Tokyo et l'autre à Nagoya.
332915	你现在好点了吗？	333020	Tu vas mieux maintenant ?
332916	我胃痛。	333021	J'ai mal à l'estomac.
332918	许多词是根据拼写来发音的，不过有些不是。	483346	Beaucoup de mots se prononcent selon leur graphie, mais certains non.
332919	国际货币基金组织不考虑再借款给该国。	482870	Le FMI a exclu tout nouveau prêt à ce pays.
332920	因为我想成为翻译。	12984	Parce que je veux devenir traducteur.
332923	迟做总比不做好。	4205	Mieux vaut tard que jamais.
332924	你乘飞机还是乘火车去？	2109914	Tu y vas par avion ou par train ?
332925	我洗完碗后看了电视。	14856	Après avoir fait la vaisselle, j'ai regardé la télévision.
332926	这里允许拍照吗？	11193	Est-il permis de prendre des photos ici ?
332926	这里允许拍照吗？	1045410	Est-il autorisé de prendre des photos ici ?
332928	数据表明年轻人抽烟的现象没有减少。	336146	Ces données montrent clairement que le tabagisme chez les jeunes n'a pas diminué.
332932	我们为表演者鼓掌。	336213	Nous avons applaudi l'artiste.
332933	我在找关于古罗马历史的书。	1467310	Je suis à la recherche d'un livre sur l'histoire romaine.
332934	我没朋友帮我。	6319	Je n'ai pas d'amis pour m'aider.
332935	我不想等那么久。	3254	Je ne veux pas attendre aussi longtemps.
332941	他是美国人。	130693	Il est Américain.
332943	我们吃面包夹黄油。	760036	Nous mangeons des tartines beurrées.
332945	你成功与否取决于你自身的努力。	336056	Que tu réussisses ou pas repose sur tes propres efforts.
332948	今晚你可以在他家联络到他。	335941	Vous pourrez le contacter chez lui ce soir.
332952	这个月底前，我们必须交报告。	336127	Nous devons délivrer notre rapport avant la fin du mois.
332955	很难说明天的天气将会怎样。	138908	C'est dur de dire comment sera le temps demain.
332961	天知道他去哪儿了。	129939	Dieu seul sait où il a pu passer.
